"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26"
0,5.12266869910918,5.86756691569734,6.91647585665486,5.17348283281756,5.00364320916029,4.99941977520748,3.04193984585282,6.18482249217948,8.01279521497523,5.6895443465825,6.29980510175256,6.515048468384,5.78036921337261,7.51942383380994,5.54575902401517,8.18902027430302,6.70635575080496,6.65659724128662,3.28980471045226,5.85053528795048,7.66734537979704,4.84722257868984,3.52006281270393,12.3071060323081,6.93553781339707
5.12266869910918,0,6.68624016395365,8.1836243549981,6.70509168196683,8.09716160858951,6.53510906175118,3.43006985752413,7.8041500963929,6.16367129779912,6.20527741597946,6.2995468023269,8.26844250350604,8.27385920113604,6.62470783329331,7.63275031487703,6.23910102379436,6.40038387785349,9.09954590805415,4.48402259090502,5.82605947334213,9.97099698189766,3.98454317261728,2.48211537153988,9.89587254997006,6.00816359702845
5.86756691569734,6.68624016395365,0,5.80568587837337,4.98142697955636,6.97037628204891,6.63907095361618,5.57229959109627,5.57936640583886,9.94252796963191,3.861086027106,4.25307000207308,4.2584221257218,5.47509762202555,11.0943505785361,4.52057699831988,6.4819013599927,5.09233904007081,4.63912603630901,6.22305995571271,3.07938461518071,6.1415294692025,8.09872903300339,6.5275815129745,15.233291179655,9.57333423841263
6.91647585665486,8.1836243549981,5.80568587837337,0,6.77204347278734,5.85531470094282,6.53408502346196,6.81265785689052,5.43610259615193,11.4261035806478,5.1514635491786,7.05977456483849,6.68031536654708,5.07824579996712,10.826231230103,6.65151162446821,8.91367373788825,8.03619105148678,5.42972940167589,8.48879738710722,5.06617477440772,6.1755855785896,8.77627373438693,7.71553648375329,16.0475451984381,10.9498330911757
5.17348283281756,6.70509168196683,4.98142697955636,6.77204347278734,0,7.79873693941529,4.89878244128673,5.56727932336021,4.57872302580479,10.8341846936445,4.23621556981622,5.9850562874524,5.55192106651307,6.9011909477152,11.2049197312029,5.35783327241727,8.33342367273363,4.51116274407184,5.8265928585344,5.48283304672108,5.4263952075835,5.14519792186247,8.34790255296287,6.43051277969017,14.9695205776292,10.5364376951533
5.00364320916029,8.09716160858951,6.97037628204891,5.85531470094282,7.79873693941529,0,6.87673238821814,6.09497792033091,7.78806403600192,9.93071021025582,7.11921533587764,7.71370534373271,7.45964842910778,3.65972408444158,9.15565859168968,7.29250996372277,10.0158260513909,8.78676149509323,6.98716470358796,6.65798048106616,6.93935989980026,7.89528033622361,7.63932721814096,6.65249232943662,14.5684149216311,8.97752955277874
4.99941977520748,6.53510906175118,6.63907095361618,6.53408502346196,4.89878244128673,6.87673238821814,0,5.7212543114172,5.77549844592416,10.6856279149725,6.09000819583317,5.80173576336164,7.06871326205812,6.24209642992902,9.75496245646079,6.62396860358109,9.07219232874004,5.90726327850264,6.55337147296043,5.18241910916756,6.00873314371645,6.29270255816572,7.5090812529577,5.79793780243821,14.5314904226584,10.2018239198859
3.04193984585282,3.43006985752413,5.57229959109627,6.81265785689052,5.56727932336021,6.09497792033091,5.7212543114172,0,6.30564733166814,6.81575489352505,5.15789252397752,5.18084491722464,6.53568140809255,6.36663683736526,6.6370375114729,5.6327462103466,6.43877259350498,5.98966771662656,7.19586052547998,4.06089506748378,5.07984934958041,8.75715458114818,3.44212969119506,2.98197189859507,11.4633595359179,5.85700477848877
6.18482249217948,7.8041500963929,5.57936640583886,5.43610259615193,4.57872302580479,7.78806403600192,5.77549844592416,6.30564733166814,0,11.4442962546783,3.02095137619985,6.14953056094069,4.25752300357363,6.47311226003548,12.0842880204876,3.84696188267154,8.71817316934244,5.53658941379842,4.5833201783242,7.21473169728748,4.63557479727901,5.27407610370599,8.70983993999955,7.57598546891339,16.520644378335,11.317537456829
8.01279521497523,6.16367129779912,9.94252796963191,11.4261035806478,10.8341846936445,9.93071021025582,10.6856279149725,6.81575489352505,11.4442962546783,0,9.93414649756326,9.18479339975847,11.4753787290699,11.2121399505954,6.51659030754516,10.3904677680051,6.90791460512864,10.7505726755632,12.5175386384318,7.3709447461687,9.29791152676315,13.8570686838328,5.13499554429244,5.84159345479785,7.52003661802847,3.91155399449297
